date,time,weather,uv,exterior temp,exterior humidity,temp1,hum2,temp2,hum2,temp3,hum3,temp4,hum4,temp5,hum5,temp6,hum6,temp7,hum7,iterations,
,
27/06/14,22:11:14,Clear,0,57.7,75,66.02,61.40,72.68,49.80,78.44,41.30,76.64,47.40,74.84,49.70,76.28,28.90,66.02,61.10,3,
